,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2019-06-21,3.27866792678833,3.280179023742676,2.3919970989227295,3.2014119625091553,133488812,0.0,0.0
1,2019-06-22,3.153618097305298,3.1558070182800293,1.876099944114685,2.1589670181274414,223603358,0.0,0.0
2,2019-06-23,2.1601099967956543,2.201108932495117,1.776865005493164,1.8907020092010498,177290665,0.0,0.0
3,2019-06-24,1.8907020092010498,1.9841079711914062,1.3023220300674438,1.38372802734375,184117575,0.0,0.0
4,2019-06-25,1.374856948852539,1.82511305809021,1.3146380186080933,1.5372899770736694,277665414,0.0,0.0
5,2019-06-26,1.5372899770736694,1.8417680263519287,1.4931119680404663,1.583981990814209,169915841,0.0,0.0
6,2019-06-27,1.583981990814209,1.5857139825820923,1.3361070156097412,1.390326976776123,117242289,0.0,0.0
7,2019-06-28,1.3938219547271729,1.5561590194702148,1.3583320379257202,1.4487600326538086,121576369,0.0,0.0
8,2019-06-29,1.4509819746017456,1.5132499933242798,1.4019839763641357,1.4996939897537231,109982117,0.0,0.0
9,2019-06-30,1.4973900318145752,1.5757689476013184,1.384706974029541,1.4347820281982422,119391276,0.0,0.0
10,2019-07-01,1.4347820281982422,1.4578720331192017,1.2480679750442505,1.3472349643707275,114335020,0.0,0.0
11,2019-07-02,1.3407829999923706,1.3528200387954712,1.0366560220718384,1.1364879608154297,128459505,0.0,0.0
12,2019-07-03,1.1359020471572876,1.1874489784240723,1.0786739587783813,1.1154179573059082,112712391,0.0,0.0
13,2019-07-04,1.112089991569519,1.1437699794769287,0.9884049892425537,1.0099550485610962,96454283,0.0,0.0
14,2019-07-05,1.009680986404419,1.174003005027771,0.9862849712371826,1.1261529922485352,103703180,0.0,0.0
15,2019-07-06,1.1275609731674194,1.1295950412750244,1.0248080492019653,1.0271470546722412,64939220,0.0,0.0
16,2019-07-07,1.0285969972610474,1.1036030054092407,1.026535987854004,1.0678670406341553,51623447,0.0,0.0
17,2019-07-08,1.0667749643325806,1.0678809881210327,1.033743977546692,1.0527750253677368,43616506,0.0,0.0
18,2019-07-09,1.0533560514450073,1.0828640460968018,1.0241260528564453,1.045145034790039,94263135,0.0,0.0
19,2019-07-10,1.042788028717041,1.0808650255203247,0.9510530233383179,1.0299930572509766,146338478,0.0,0.0
20,2019-07-11,1.0301769971847534,1.0363620519638062,0.8411589860916138,0.8618339896202087,153148499,0.0,0.0
21,2019-07-12,0.8555579781532288,0.9405879974365234,0.803384006023407,0.8904579877853394,140797532,0.0,0.0
22,2019-07-13,0.8916609883308411,1.0227270126342773,0.8755390048027039,0.9362019896507263,132744655,0.0,0.0
23,2019-07-14,0.9346190094947815,1.019178032875061,0.8239499926567078,0.8239499926567078,119707605,0.0,0.0
24,2019-07-15,0.8238009810447693,0.8416950106620789,0.7452239990234375,0.8085049986839294,117943656,0.0,0.0
25,2019-07-16,0.8080250024795532,0.8167740106582642,0.6320210099220276,0.6446329951286316,90581456,0.0,0.0
26,2019-07-17,0.6429380178451538,0.7353829741477966,0.6126289963722229,0.6731600165367126,109865275,0.0,0.0
27,2019-07-18,0.6745910048484802,0.7026349902153015,0.6473159790039062,0.6958550214767456,99086040,0.0,0.0
28,2019-07-19,0.6958550214767456,0.6958550214767456,0.6529150009155273,0.6720259785652161,91624752,0.0,0.0
29,2019-07-20,0.6724600195884705,0.749210000038147,0.664749026298523,0.7106940150260925,112340171,0.0,0.0
30,2019-07-21,0.7106940150260925,0.7132560014724731,0.6619930267333984,0.6954470276832581,104231794,0.0,0.0
31,2019-07-22,0.6955580115318298,0.7010070085525513,0.6352360248565674,0.6413480043411255,77239612,0.0,0.0
32,2019-07-23,0.6411370038986206,0.6429769992828369,0.5722169876098633,0.581043004989624,78080034,0.0,0.0
33,2019-07-24,0.581043004989624,0.6107770204544067,0.5571960210800171,0.6049150228500366,77190533,0.0,0.0
34,2019-07-25,0.6048499941825867,0.6119310259819031,0.5870000123977661,0.609736979007721,55944618,0.0,0.0
35,2019-07-26,0.6099569797515869,0.7084149718284607,0.595687985420227,0.6561260223388672,89508445,0.0,0.0
36,2019-07-27,0.6554160118103027,0.6665539741516113,0.5789639949798584,0.5804349780082703,64830897,0.0,0.0
37,2019-07-28,0.5804349780082703,0.5958309769630432,0.5601760149002075,0.5748720169067383,54003797,0.0,0.0
38,2019-07-29,0.5755199790000916,0.5897889733314514,0.5594729781150818,0.5727970004081726,61012725,0.0,0.0
39,2019-07-30,0.5729609727859497,0.5862399935722351,0.5607709884643555,0.5685520172119141,62095437,0.0,0.0
40,2019-07-31,0.5691390037536621,0.5771359801292419,0.5634999871253967,0.5670980215072632,60419029,0.0,0.0
41,2019-08-01,0.5680599808692932,0.5689430236816406,0.5141440033912659,0.5577380061149597,50093763,0.0,0.0
42,2019-08-02,0.5581250190734863,0.8829089999198914,0.5579299926757812,0.8016070127487183,284046277,0.0,0.0
43,2019-08-03,0.802511990070343,0.8576260209083557,0.7441210150718689,0.7454670071601868,107927951,0.0,0.0
44,2019-08-04,0.7457529902458191,0.7638790011405945,0.6972919702529907,0.706384003162384,73139185,0.0,0.0
45,2019-08-05,0.7072700262069702,0.8034639954566956,0.6804810166358948,0.7940869927406311,100663102,0.0,0.0
46,2019-08-06,0.7931690216064453,0.8010299801826477,0.6930620074272156,0.703361988067627,83242834,0.0,0.0
47,2019-08-07,0.7007240056991577,0.722133994102478,0.6844769716262817,0.6923379898071289,69558222,0.0,0.0
48,2019-08-08,0.6923379898071289,0.7711920142173767,0.6605690121650696,0.7268019914627075,87885109,0.0,0.0
49,2019-08-09,0.7273690104484558,0.8139740228652954,0.7004879713058472,0.804282009601593,109884210,0.0,0.0
50,2019-08-10,0.804282009601593,0.8585270047187805,0.7645630240440369,0.8169050216674805,98322273,0.0,0.0
51,2019-08-11,0.8162750005722046,0.8779140114784241,0.8156120181083679,0.822987973690033,84979681,0.0,0.0
52,2019-08-12,0.8220970034599304,0.8227130174636841,0.7738580107688904,0.8026700019836426,68002927,0.0,0.0
53,2019-08-13,0.8024579882621765,0.8362389802932739,0.7840949892997742,0.8028069734573364,66235494,0.0,0.0
54,2019-08-14,0.802636981010437,0.8473160266876221,0.7150409817695618,0.7150409817695618,74788787,0.0,0.0
55,2019-08-15,0.7150409817695618,0.7737259864807129,0.6638389825820923,0.7093330025672913,75226005,0.0,0.0
56,2019-08-16,0.7078589797019958,0.7321540117263794,0.6798679828643799,0.6820150017738342,62691881,0.0,0.0
57,2019-08-17,0.6828780174255371,0.712378978729248,0.6749799847602844,0.6842439770698547,57380881,0.0,0.0
58,2019-08-18,0.6836770176887512,0.6977350115776062,0.6667640209197998,0.6779050230979919,55153057,0.0,0.0
59,2019-08-19,0.6760680079460144,0.682403028011322,0.6555899977684021,0.6609579920768738,61643720,0.0,0.0
60,2019-08-20,0.6602830290794373,0.6602830290794373,0.6079949736595154,0.6255819797515869,64980440,0.0,0.0
61,2019-08-21,0.62773197889328,0.6303960084915161,0.5588989853858948,0.567143976688385,65334103,0.0,0.0
62,2019-08-22,0.5676490068435669,0.5874419808387756,0.5307180285453796,0.5730760097503662,57806938,0.0,0.0
63,2019-08-23,0.5730760097503662,0.5818819999694824,0.5513319969177246,0.5610430240631104,52556814,0.0,0.0
64,2019-08-24,0.5604010224342346,0.5772979855537415,0.5491510033607483,0.5772479772567749,59964968,0.0,0.0
65,2019-08-25,0.5772479772567749,0.5876719951629639,0.5346900224685669,0.5441820025444031,42184816,0.0,0.0
66,2019-08-26,0.5448660254478455,0.5584040284156799,0.5207480192184448,0.5211889743804932,47745079,0.0,0.0
67,2019-08-27,0.5208560228347778,0.5490760207176208,0.5108010172843933,0.5208050012588501,47432939,0.0,0.0
68,2019-08-28,0.5211039781570435,0.5375980138778687,0.432669997215271,0.43276599049568176,58911636,0.0,0.0
69,2019-08-29,0.4387359917163849,0.44465500116348267,0.3947939872741699,0.4014649987220764,39371673,0.0,0.0
70,2019-08-30,0.4014649987220764,0.4307909905910492,0.3991509974002838,0.4235199987888336,60601525,0.0,0.0
71,2019-08-31,0.41940298676490784,0.43330299854278564,0.3997420072555542,0.4123780131340027,32449740,0.0,0.0
72,2019-09-01,0.4141550064086914,0.42069700360298157,0.3816789984703064,0.3920440077781677,52338685,0.0,0.0
73,2019-09-02,0.39329299330711365,0.393900990486145,0.37418100237846375,0.3920229971408844,56533885,0.0,0.0
74,2019-09-03,0.3933910131454468,0.40467798709869385,0.36687999963760376,0.370481014251709,57922334,0.0,0.0
75,2019-09-04,0.3694399893283844,0.37137898802757263,0.345892995595932,0.3497759997844696,45132597,0.0,0.0
76,2019-09-05,0.3503040075302124,0.3953849971294403,0.3392449915409088,0.38964399695396423,60530608,0.0,0.0
77,2019-09-06,0.38964399695396423,0.4201839864253998,0.34350699186325073,0.3472920060157776,67226621,0.0,0.0
78,2019-09-07,0.3469400107860565,0.38888800144195557,0.34126800298690796,0.37127500772476196,60388970,0.0,0.0
79,2019-09-08,0.37127500772476196,0.3857409954071045,0.35676100850105286,0.3850559890270233,51110858,0.0,0.0
80,2019-09-09,0.3850559890270233,0.3920080065727234,0.35356399416923523,0.3686330020427704,54595091,0.0,0.0
81,2019-09-10,0.3687970042228699,0.3959459960460663,0.36277300119400024,0.3662180006504059,54766675,0.0,0.0
82,2019-09-11,0.3655259907245636,0.3726870119571686,0.3446219861507416,0.3502269983291626,50886261,0.0,0.0
83,2019-09-12,0.34897300601005554,0.3515779972076416,0.3084709942340851,0.3196159899234772,51789980,0.0,0.0
84,2019-09-13,0.31891098618507385,0.3452779948711395,0.3126470148563385,0.31842899322509766,48225662,0.0,0.0
85,2019-09-14,0.3191710114479065,0.3263860046863556,0.3110879957675934,0.3218260109424591,45639521,0.0,0.0
86,2019-09-15,0.3221539855003357,0.34143200516700745,0.31905698776245117,0.33010199666023254,52252159,0.0,0.0
87,2019-09-16,0.33014699816703796,0.33940398693084717,0.31548500061035156,0.3219430148601532,45960043,0.0,0.0
88,2019-09-17,0.3212929964065552,0.3334510028362274,0.31182101368904114,0.3220289945602417,51995583,0.0,0.0
89,2019-09-18,0.32134199142456055,0.35445401072502136,0.3167380094528198,0.33905500173568726,63274107,0.0,0.0
90,2019-09-19,0.33661699295043945,0.3392210006713867,0.31296399235725403,0.32237300276756287,43456013,0.0,0.0
