,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-09-24,1.1904569864273071,1.2718249559402466,1.1898059844970703,1.2713710069656372,1577216,0.0,0.0
1,2020-09-25,1.2713550329208374,1.3119839429855347,1.2572020292282104,1.3119529485702515,1036356,0.0,0.0
2,2020-09-26,1.3119529485702515,1.3119720220565796,1.2882299423217773,1.2886769771575928,918847,0.0,0.0
3,2020-09-27,1.2886769771575928,1.329584002494812,1.2886749505996704,1.2912249565124512,1723006,0.0,0.0
4,2020-09-28,1.29121994972229,1.349202036857605,1.2910979986190796,1.343724012374878,1265114,0.0,0.0
5,2020-09-29,1.3437000513076782,1.3497209548950195,1.3295619487762451,1.3300329446792603,1134218,0.0,0.0
6,2020-09-30,1.3300460577011108,1.3330579996109009,1.3293639421463013,1.3329010009765625,962172,0.0,0.0
7,2020-10-01,1.332900047302246,1.3749330043792725,1.330307960510254,1.335744023323059,1665522,0.0,0.0
8,2020-10-02,1.3357559442520142,1.3358689546585083,1.2654399871826172,1.2659820318222046,1498229,0.0,0.0
9,2020-10-03,1.2659820318222046,1.3913650512695312,1.2659449577331543,1.3913249969482422,1875461,0.0,0.0
10,2020-10-04,1.3913249969482422,1.4812380075454712,1.3908840417861938,1.4812380075454712,5346214,0.0,0.0
11,2020-10-05,1.4813519716262817,1.5130419731140137,1.474581003189087,1.5129799842834473,2978086,0.0,0.0
12,2020-10-06,1.5129499435424805,1.5138570070266724,1.4632550477981567,1.4652199745178223,63154,0.0,0.0
13,2020-10-07,1.4652199745178223,1.4653359651565552,1.4472140073776245,1.4573390483856201,2251026,0.0,0.0
14,2020-10-08,1.4573390483856201,1.5073250532150269,1.4497950077056885,1.500704050064087,3971632,0.0,0.0
15,2020-10-09,1.500704050064087,1.5151890516281128,1.4956680536270142,1.5121229887008667,1947256,0.0,0.0
16,2020-10-10,1.5121229887008667,1.5151540040969849,1.5120439529418945,1.5151410102844238,328567,0.0,0.0
17,2020-10-11,1.5151410102844238,1.515259027481079,1.5105619430541992,1.5116159915924072,2694697,0.0,0.0
18,2020-10-12,1.511620044708252,1.5371259450912476,1.4956190586090088,1.5368059873580933,2310107,0.0,0.0
19,2020-10-13,1.5367989540100098,1.536803960800171,1.507336974143982,1.5207710266113281,2107599,0.0,0.0
20,2020-10-14,1.520656943321228,1.5318280458450317,1.5075180530548096,1.5089470148086548,390444,0.0,0.0
21,2020-10-15,1.5089490413665771,1.50906503200531,1.486901044845581,1.4909640550613403,3727799,0.0,0.0
22,2020-10-16,1.4909449815750122,1.4915649890899658,1.4472260475158691,1.4797240495681763,843615,0.0,0.0
23,2020-10-17,1.4797240495681763,1.4797680377960205,1.470829963684082,1.4708479642868042,1686133,0.0,0.0
24,2020-10-18,1.4708479642868042,1.5013680458068848,1.470842957496643,1.5012370347976685,2508695,0.0,0.0
25,2020-10-19,1.5012370347976685,1.5372040271759033,1.4977710247039795,1.5362340211868286,2470622,0.0,0.0
26,2020-10-20,1.5362269878387451,1.5364359617233276,1.4742790460586548,1.488988995552063,1568836,0.0,0.0
27,2020-10-21,1.4889849424362183,1.5967049598693848,1.4889110326766968,1.5780980587005615,3391533,0.0,0.0
28,2020-10-22,1.578091025352478,1.6515179872512817,1.5763440132141113,1.6174770593643188,3465388,0.0,0.0
29,2020-10-23,1.617475986480713,1.629446029663086,1.5897730588912964,1.5998740196228027,3285778,0.0,0.0
30,2020-10-24,1.5999699831008911,1.623289942741394,1.578853964805603,1.596856951713562,1453781,0.0,0.0
31,2020-10-25,1.5966169834136963,1.600685954093933,1.5600650310516357,1.5883469581604004,2221656,0.0,0.0
32,2020-10-26,1.5885159969329834,1.5917479991912842,1.4964510202407837,1.5220789909362793,3140325,0.0,0.0
33,2020-10-27,1.52217698097229,1.596011996269226,1.5135300159454346,1.5851670503616333,3548972,0.0,0.0
34,2020-10-28,1.5855820178985596,1.598518967628479,1.4964439868927002,1.507552981376648,3185275,0.0,0.0
35,2020-10-29,1.5075459480285645,1.5239770412445068,1.490975022315979,1.5036519765853882,2414336,0.0,0.0
36,2020-10-30,1.503640055656433,1.5217410326004028,1.4834610223770142,1.4951750040054321,3612137,0.0,0.0
37,2020-10-31,1.4951850175857544,1.5355960130691528,1.481215000152588,1.5355370044708252,1645174,0.0,0.0
38,2020-11-01,1.5355360507965088,1.5415040254592896,1.4086179733276367,1.4872490167617798,4787239,0.0,0.0
39,2020-11-02,1.4872729778289795,1.5212149620056152,1.4406360387802124,1.4647190570831299,1866566,0.0,0.0
40,2020-11-03,1.4647200107574463,1.4779549837112427,1.432291030883789,1.4528080224990845,5344692,0.0,0.0
41,2020-11-04,1.4528989791870117,1.491094946861267,1.4342219829559326,1.4813239574432373,1764538,0.0,0.0
42,2020-11-05,1.4816169738769531,1.5312119722366333,1.4776259660720825,1.519544005393982,0,0.0,0.0
43,2020-11-06,1.5195469856262207,1.563133955001831,1.5159879922866821,1.5393379926681519,0,0.0,0.0
44,2020-11-07,1.5393409729003906,1.6055140495300293,1.505905032157898,1.5137920379638672,0,0.0,0.0
45,2020-11-08,1.5137989521026611,1.5486279726028442,1.4394899606704712,1.5343430042266846,0,0.0,0.0
46,2020-11-09,1.5343680381774902,1.5590779781341553,1.5163320302963257,1.5364899635314941,0,0.0,0.0
47,2020-11-10,1.536460041999817,1.567175030708313,1.5274909734725952,1.5600600242614746,0,0.0,0.0
48,2020-11-11,1.5600210428237915,1.6272590160369873,1.5532939434051514,1.6201189756393433,0,0.0,0.0
49,2020-11-12,1.6203809976577759,1.6239789724349976,1.5905139446258545,1.6098510026931763,0,0.0,0.0
