id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,215.91,3988183126,35,3988183126,51599075,219.45,214.64,-1.3050279437751442,-0.6008,-21550575.170068264,-0.53746,18446744.07370955,18446744.07370955,,542.33,-60.12944,2018-01-09T00:00:00.000Z,0.216177,99923.85839,2015-01-14T00:00:00.000Z,,2025-03-31T15:43:43.950Z,-0.322720689842918,-0.6007965677904827,-1.9885097030401557
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,6.01,3615918065,36,6021681914,132578361,6.03,5.76,0.062976,1.05812,42984547.0,1.20306,600483073.71,1000000000.0,1000000000.0,44.92,-86.5934,2021-05-03T05:25:04.822Z,1.03,484.56176,2020-09-17T01:20:38.214Z,,2025-03-31T15:43:38.940Z,0.4863841799857862,1.058124417001945,-14.021939154786711
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999721,3287888408,37,3286498656,163135944,1.0,0.999158,0.00014455,0.01446,47435672.0,1.46386,3288805560.768592,3287415421.137173,,1.22,-17.98233,2020-03-13T03:02:50.373Z,0.88196,13.35419,2023-03-11T07:50:50.514Z,,2025-03-31T15:43:37.492Z,0.01230393008769974,0.01446091888287755,-0.0300960255318881
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,5.37,3246066123,38,6158017057,147009935,5.42,5.09,0.07935,1.50121,53053182.0,1.66154,604208287.8737973,1146212904.666544,,19.92,-72.89164,2023-01-26T14:25:17.390Z,3.08,75.33934,2022-12-29T21:35:14.796Z,,2025-03-31T15:43:41.915Z,-0.17381068253453363,1.5012052673365635,-8.564831507716544
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.61,3135012605,39,3250757772,187335146,2.66,2.48,-0.02344417549053235,-0.88936,-18386285.91923952,-0.58306,1198532098.0,1242782095.0,,20.44,-87.20021,2022-01-16T22:09:45.873Z,0.526762,396.62546,2020-11-04T16:09:15.137Z,,2025-03-31T15:43:45.060Z,1.0954664723864838,-0.8893614747554174,-12.084289565358135
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,7.25e-06,3050232949,40,3050232949,708188239,7.26e-06,6.81e-06,2.04156e-07,2.89822,80191990.0,2.70003,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-74.10821,2024-12-09T16:30:35.828Z,5.5142e-08,13060.47114,2023-04-18T02:14:41.591Z,,2025-03-31T15:43:44.834Z,1.6980476028859746,2.8982188598930203,-6.111057637189555
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.045,2978585941,41,2978686720,3217203,1.046,1.044,-0.00034360651726062,-0.03287,16123541.0,0.54426,2850328597.846688,2850425037.28177,,1.088,-3.93627,2025-02-03T02:31:35.208Z,0.961716,8.66941,2025-01-04T01:21:08.460Z,,2025-03-31T15:43:37.115Z,0.012804085513633736,-0.03287028049814873,0.24722795375997667
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,47.53,2854745717,42,11226653191,5882789,48.58,47.42,-1.0419616619106407,-2.14534,-57822117.0132308,-1.98526,60000000.0,235957685.3,300000000.0,73.8,-35.52937,2024-03-14T00:30:12.502Z,0.580608,8095.11239,2019-01-14T00:00:00.000Z,,2025-03-31T15:43:44.475Z,0.006696832318992246,-2.1453391274542524,-6.959971141555227
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.101068,2774566805,43,9857049471,36719492,0.105562,0.097996,-0.002746179615319297,-2.64529,-74379537.9593811,-2.61077,27422565937.88374,97422627775.66443,,0.965407,-89.5198,2021-11-24T15:53:54.855Z,0.0121196,734.8181,2019-02-08T00:00:00.000Z,,2025-03-31T15:43:45.922Z,0.6127475217769411,-2.6452884048642042,23.084770087086508
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,22.4,2753521363,44,6720791300,11203710,22.49,21.94,0.106359,0.47718,13393487.0,0.48879,122910587.76765741,300000000.0,,25.94,-13.63227,2025-01-25T03:07:37.823Z,0.25754,8598.94824,2020-03-13T02:18:02.481Z,,2025-03-31T15:43:38.940Z,0.02795936507534821,0.47717791626941963,-5.703289694052847
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,83563.0,2722469221,45,2722469221,267052141,83793.0,81329.0,734.01,0.88617,43237977.0,1.61382,32559.27056833,32559.27056833,,108953.0,-23.09333,2025-01-20T09:20:53.854Z,57439.0,45.88056,2024-09-12T14:07:41.775Z,,2025-03-31T15:43:45.401Z,0.4597969230164277,0.8861690440206944,-5.064171585749153
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.790914,2666740156,46,4929214946,87660605,0.801212,0.770451,-0.009622188275144161,-1.20197,-26821849.3291893,-0.99578,3364694382.83684,6219316794.99,6219316794.99,1.54,-48.53845,2024-04-08T09:45:25.482Z,0.307978,157.11154,2023-10-18T02:50:46.942Z,,2025-03-31T15:43:43.190Z,-0.16034058459537076,-1.201968475179999,-6.196087931639022
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,33.01,2642185078,47,3302896531,21372306,34.4,30.09,-1.3014927149688518,-3.79326,-103380786.63072872,-3.76537,79995999.05112354,100000000.0,100000000.0,50.43,-34.50706,2025-01-03T19:12:43.038Z,0.111255,29587.70785,2019-04-28T00:00:00.000Z,"{'times': 112.62891304218826, 'currency': 'usd', 'percentage': 11262.891304218827}",2025-03-31T15:43:38.435Z,0.09955534789764574,-3.79325697285324,-6.190919622432086
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.998784,2585064805,49,2585064805,4824600930,1.003,0.990764,0.00088438,0.08862,-525901.305120945,-0.02034,2588088088.167816,2588088088.167816,,1.15,-13.20548,2025-02-03T02:30:49.959Z,0.940377,6.26519,2024-12-05T22:30:51.394Z,,2025-03-31T15:43:39.011Z,0.0749929998908585,0.08862377758246348,0.13688159157285484
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,5.36,2584152989,48,2846146818,65883768,5.39,5.09,0.01256735,0.235,2961120.0,0.11472,482083921.718155,530959902.6214418,,700.65,-99.2338,2021-05-10T16:05:53.653Z,2.87,87.37645,2023-09-22T00:29:57.369Z,,2025-03-31T15:43:40.850Z,1.2613889323979257,0.23500240810204837,-11.170653427725158
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,16.8,2545321370,50,2545330758,77687984,16.88,16.27,0.128935,0.77346,21100481.0,0.83592,151337219.5332124,151337777.7412125,210700000.0,167.09,-89.93277,2021-05-06T18:34:22.133Z,0.615038,2634.93121,2016-07-25T00:00:00.000Z,"{'times': 36.33050738908596, 'currency': 'usd', 'percentage': 3633.0507389085956}",2025-03-31T15:43:38.717Z,0.1554579337147125,0.7734637622565803,-7.752949562876653
